resto_name,address,area,opening_hours,closing_hours,start_price,end_price,average_price,rating,type
Soon Fatt Chinese Restaurant JGC,"Ruko The Boulevard no. 39, Jl. Jkt Garden City Boulevard, RT.11/RW.8, Cakung Tim., Kec. Cakung, Jakarta, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,10.00,22.00,50000,75000,62500,4.7,Restoran
Sambal Bakar Indonesia JGC,"Ruko Cleon Park Jakarta Garden City, Jl. Jkt Garden City Boulevard, Cakung Tim., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,10.00,24.00,25000,50000,37500,4.4,Restoran
Shu Guo Yin Xiang Kelapa Gading,"Old Shanghai Sedayu City, Unit D2, Cakung Bar., Kec. Cakung, Daerah Khusus Ibukota Jakarta 13920",Jakarta Timur,10.00,23.00,50000,150000,100000,4.8,Restoran
Layar Seafood Dan Ikan Bakar Sedayu City,"RT.8/RW.5, Rawa Terate, Cakung, East Jakarta City, Jakarta 13920",Jakarta Timur,11.00,22.00,100000,200000,150000,4.6,Restoran
Global Bakery Cakung,"Jl. Tipar Cakung No.2, RT.5/RW.8, Cakung Bar., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,06.00,23.00,10000,100000,55000,4.9,Bakery
Ketan Susu Cakung (KESUSU),"Jl. Tipar Cakung No.KM 23, RT.9/RW.5, Cakung Bar., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,04.00,22.00,5000,20000,12500,5,PKL
Pabbo Unifirst  -  Coffee & Social Space,"Food Garden, RT.11, RW.8, Cakung Tim., Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,00.01,24.00,25000,50000,37500,4.6,Café
Warung Nasi Bebek Ibu Sa'adah,"Jl. Komarudin Lama No.5 7, RT.7/RW.7, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",Jakarta Timur,11.00,22.00,10000,30000,20000,4.4,PKL
Bakso Mas Memble,"Jl. Kp. Pedaengan No.14, RT.14/RW.8, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940",Jakarta Timur,12.15,9.45 ,5000,30000,17500,4.7,PKL
Yoshinoya,"1, Jl. Raya Bekasi No.26, RT.1/RW.3, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13920",Jakarta Timur,10.00,22.00,10000,60000,35000,4,Restoran
SURASA Restaurant,"Jl Sedayu City Boulevard Selatan No.55 - 56, Cakung Bar., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,07.00,21.00,50000,150000,100000,4.8,Restoran
Imperial Kitchen & Dimsum  -  Lulu Hypermarket,"Jl. Taman Modern Jl. Raya Bekasi No.KM 24 Blok G  -  02, Plaza, Ujung Menteng, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960",Jakarta Timur,10.00,22.00,10000,100000,55000,4.1,Restoran
Warteg Gempol,"Gempol Jl. Balai Rakyat, RT.5/RW.1, Cakung Tim., Jakarta Timur, DKI Jakarta, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,00.01,24.00,5000,20000,12500,4.7,PKL
Gyu - Kaku Japanese BBQ  -  ÆON Mall JGC,"AEON JGC. Ground Floor, Unite #, Jl. Jkt Garden City Boulevard No.48 G, RT.1/RW.6, Cakung Tim., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,10.00,22.00,10000,100000,55000,4.1,Restoran
Lazatto Chicken,"QWXV+P4V, RT.7/RW.5, Pulo Gebang, Cakung, East Jakarta City, Jakarta 13940",Jakarta Timur,07.00,21.00,10000,30000,20000,4.1,Restoran
AR - Roja Kebuli,"Jl. Dr. Sumarno, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940",Jakarta Timur,10.00,22.00,10000,100000,55000,4.9,PKL
WARTEG PUTRA BAHARI 120,"7, RT.7/RW.5, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940",Jakarta Timur,00.01,24.00,5000,20000,12500,4.4,PKL
NASI GORENG PADANG GUCHY PARESTO,"Jl. Dr. Sumarno No.55, RT.4/RW.4, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940",Jakarta Timur,17.00,01.00,15000,30000,22500,4.5,PKL
Mie Gacoan Jakarta  -  JGC Cakung,"Jl. Jkt Garden City Boulevard, RT.7/RW.9, Cakung Tim., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",Jakarta Timur,00.01,24.00,10000,30000,20000,4.2,Restoran
"Marugame Udon, Green Terrace TMII, Lantai GF","Pintu 1 Tmii No.08 Blok D, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,10.00,22.00,20000,100000,60000,4.6,Restoran
Resto Pondok Tepi Danau TMII,"MVWV+FRW, Ceger, Cipayung, East Jakarta City, Jakarta 13820",Jakarta Timur,10.00,22.00,10000,100000,55000,3.8,Restoran
Soha Arabic & Indonesian Food,"Soha Arabic & Indonesian Food, Komplek Masjid Soleh Hawa Jl. Raya Ceger No.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,11.00,22.00,30000,100000,65000,4.8,Restoran
BBQ BURGER BAKAR & STEAK,"Jl. Rw. Binong, RT.3/RW.10, Lubang Buaya, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13810",Jakarta Timur,11.00,22.00,10000,30000,20000,4.6,PKL
Resto NN Tempo Doeloe / Tempo Doeloe NN,"Jl. Raya Mabes Hankam No.69, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13890",Jakarta Timur,07.00,18.00,30000,100000,65000,4.4,Restoran
Kopi Tarik Edwin,"Green Terrace TMII, GF Blok A No.06, Jl. Raya Mabes Hankam No.10, Ceger, Kec. Cipayung, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,07.00,12.00,10000,30000,20000,4.6,Café
H.E.M.A Resto,"Jl. Raya Mabes Hankam No.10, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,10.00,22.00,20000,100000,60000,4.4,Restoran
YaKun Kaya Toast TMII,"Jl. Raya Mabes Hankam No.10, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,09.00,21.00,20000,100000,60000,4.4,Café
Seblak smaput 4 bambu APUS,"Jl. Bambu Apus Raya No.003 1, RT.7/RW.3, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10384",Jakarta Timur,09.00,21.00,5000,20000,12500,4.8,PKL
Sederhana Masakan Padang,"4, Jl. Bina Marga No.38, RT.10/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,08.00,22.00,20000,100000,60000,4.5,Restoran
3Wcoffee & kitchen,"Jl. Gempol Raya No.23, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13890",Jakarta Timur,10.00,22.00,10000,30000,20000,4.6,Café
Ayam Mercon Ceger,"Jl. Raya Ceger No.14 5, RT.2/RW.1, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,11.00,21.00,10000,60000,35000,4.6,PKL
Amorcakes & Bakery  -  Cipayung Jakarta Timur,"Jl. Cipayung Raya No.RT. 10, RT.10/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840",Jakarta Timur,08.00,22.00,10000,100000,55000,4.9,Bakery
Kedai Mancing Ikan Bakar Khas Makassar,"Jl. Raya Mabes Hankam No.33 1, RT.1/RW.2, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,10.00,22.00,20000,700000,360000,4.5,Restoran
Waroengkoe,"Jl. Bambu Apus Raya No.63, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,10.00,21.00,20000,100000,60000,4.5,Café
312 Warung H. Amin Ayam Penyet Khas Madura Bambu Apus,"Jl. Bambu Apus Raya No.30 Blok F, RT.10/RW.2, Bambu Apus, Cipayung, East Jakarta City, Jakarta 13890",Jakarta Timur,10.00,23.00,10000,30000,20000,4.5,PKL
Kupinami Cafè & Resto,"Jl. Bina Marga No.44, RT.2/RW.4, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,07.00,21.00,10000,100000,55000,4.7,Café
Mie Ayam bakso bang jenggot,"Jl. Raya Ceger No.34, RT.7/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,11.00,21.00,10000,30000,20000,4.5,PKL
Bakso Rusuk Joss Ciracas Restaurant,"Jl. Pengantin Ali No.30, RT.6/RW.6, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,10.00,22.00,10000,60000,35000,4.3,Restoran
BAKSO & MIE AYAM PAKDE HEBRING,"Jl. Lubang Buaya, RT.3/RW.6, Lubang Buaya, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13810",Jakarta Timur,12.15,21.45 ,10000,30000,20000,4.6,PKL
Restoran Rumpun Bambu,"Jl. Supriyadi No.19, RT.7/RW.3, Susukan, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,10.00,21.00,10000,100000,55000,4.3,Restoran
Imperial Kitchen & Dimsum  -  Mall Cijantung,"Jl. Pendidikan I No.1, RT.1/RW.4, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,10.00,21.00,10000,100000,55000,4.4,Restoran
SEDJUK BAKMI & KOPI CIJANTUNG,"Jl. Pedati Sel., RT.3/RW.6, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,08.00,22.00,20000,100000,60000,4.7,Café
Bakmi Point 8,"Raya # Rt 003 Rw 07 Kelurahan Kecamatan Ciracas, Jl. Raya Poncol No.18, RT.3/RW.7, Ciracas, Jakarta Timur, DKI Jakarta, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,11.00,22.00,10000,30000,20000,4.5,PKL
Bakso Prabu Ciracas,"Jl. Raya Centex No.71, RT.8/RW.3, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,10.00,21.00,20000,100000,60000,4.5,Restoran
Bakso sabar ciracas,"Jl. Raya Ciracas No.18 1, RT.1/RW.8, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,08.00,22.00,10000,60000,35000,4.3,PKL
Siang Malam Restaurant,"Jl. Raya Jakarta - Bogor No.KM. 24, RT.1/RW.1, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,07.00,12.00,10000,60000,35000,4.4,Restoran
Seblak Seuhah Centex,"Jl. Raya Centex No.RT.02 No.2, RT.2/RW.10, Ciracas, Kec. Ciracas, Jakarta, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,11.00,21.00,10000,30000,20000,4.4,PKL
Warung Soto Betawi Mpok Yayuk,"Jl. Raya Bogor No.Km. 23, RT.1/RW.2, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,08.00,20.00,10000,60000,35000,4.5,PKL
KFC,"Jl. Raya Jakarta - Bogor No.KM. 25, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,07.00,21.00,20000,100000,60000,4.4,Restoran
Warung Sate dan Sop Kambing Pak Pambudi,"Jl. Raya Jakarta - Bogor No.50, RT.6/RW.1, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,11.00,22.00,20000,100000,60000,4.5,PKL
Kedai Mancing,"Jalan Raya Bogor KM.23 RT.3/RW.5 No.24 Rambutan Ciracas RT.3, RT.3/RW.5, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",Jakarta Timur,10.00,22.00,10000,100000,55000,4.5,Restoran
Global Cake & Bakery Ciracas,"MVCF+4V8, Jl. Raya Ciracas, RT.9/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,07.00,21.00,10000,100000,55000,4.6,Bakery
Java Bread,"Jl. Raya Centex No.85, RT.5/RW.3, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,07.00,21.00,10000,100000,55000,4.5,Bakery
Fika Cakes Ciracas,"Jl. Raya Ciracas No.24 1, RT.1/RW.5, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Jakarta Timur,07.00,21.00,10000,100000,55000,4.3,Bakery
Siomay & Batagor Akang Agus Cijantung,"Jl. Pendidikan No.1, RT.1/RW.4, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,13.00,23.00,10000,30000,20000,4.5,PKL
Mie Bakso Sigit,"6, Jl. H. Baping No.11 6, RT.11/RW.6, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,08.00,20.00,10000,30000,20000,4.6,PKL
WARTEG MAMOKA BAHARI (Tanah Merdeka),"9, RT.9/RW.2, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",Jakarta Timur,08.00,22.00,10000,30000,20000,4.7,PKL
BASO ACI MANTULL_CIRACAS,"Jalan Raya Poncol Rt. 09/09 no. 5, RT.12/RW.7, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750",Jakarta Timur,13.00,21.00,10000,30000,20000,4.7,PKL
Nasi goreng Devano,"Jakarta timur Kampung rambutan, Jl. Tanah Merdeka, RT.7/RW.6, raya, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",Jakarta Timur,00.01,24.00,10000,30000,20000,3.6,PKL
Mie Ayam 87 Restaurant & Seafood,"16, Jl. Inspeksi Saluran Kalimalang, Kav. Agraria Blok E No. 7 Duren Sawit, RT.2/RW.16, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12870",Jakarta Timur,09.00,21.00,30000,100000,65000,4.3,Restoran
SUKINABE Japanese Suki & Grill,"Jalan Raya Kalimalang E/4F, RT.2/RW.16, Duren Sawit, Jakarta 13440",Jakarta Timur,07.00,21.00,20000,500000,260000,4.3,Restoran
"Sambal Bakar Indonesia, Duren Sawit","Jl. Lkr. Duren Sawit No.3 Blok L2, RT.1/RW.8, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,12.15,21.45 ,20000,100000,60000,4.6,Restoran
Lukla Rooftop,"Jl. Radin Inten II No.93, RT.4/RW.7, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,08.00,22.00,10000,100000,55000,4.7,Café
Gubhida korean BBQ,"Jl. Dermaga Raya No.26c, RT.13/RW.11, Klender, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470",Jakarta Timur,12.15,21.45 ,20000,100000,60000,4.2,Restoran
Nasi Goreng LAKBOK,"Jl. Swadaya Raya No.2 8, RT.8/RW.7, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,17.00,12.00,10000,30000,20000,4.6,PKL
GUDEG BUARAN BU DWI,"Samping Rahmat Tailor, Jl. Buaran Raya NO.8B, RT.4/RW.12, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470",Jakarta Timur,10.00,21.00,10000,30000,20000,4.5,Restoran
Raffel's Sandwich Kalimalang,"Komplek Ruko Kalimalang Emas Jalan Tarum Barat Kav. E7 Blok 11, RT.8/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,10.00,22.00,20000,100000,60000,4.5,Café
Nays Cafe,"Jl. Laut Arafuru No.5 blok a5, RT.8/RW.10, Pondok Bambu, Durensawit, East Jakarta City, Jakarta 13430",Jakarta Timur,09.00,21.00,10000,100000,55000,4.4,Café
Tahu Campur Ojo Lali Cak Bejo,"Jl. Raya Jatiwaringin No.18 2, RT.2/RW.13, Cipinang Melayu, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13620",Jakarta Timur,12.15,21.45 ,10000,30000,20000,4.5,PKL
C&C Food and Coffee,"Jl. Kolonel Sugiono No.41 14, RT.14/RW.9, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,02.00,23.00,10000,60000,35000,4.4,Café
OTW Sushi Jakarta,"Jl. Rawa Domba No.4 8, RT.8/RW.16, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,11.00,22.00,10000,60000,35000,4.5,Restoran
Sin Nan Da  -  Buaran,"Belakang agung baby toys, Sebrang terraza bali, Jl. Buaran Raya sebelah PS No.34, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,10.00,22.00,10000,30000,20000,4.3,Café
Wingstop Buaran,"Jl. Radin Inten II No.6, RT.8/RW.15, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 15310",Jakarta Timur,10.00,22.00,20000,100000,60000,4.5,Restoran
Pecel Berkah,"Jl. Kolonel Sugiono No.32, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,08.00,22.00,20000,100000,60000,4.5,Restoran
Pagi Sore Kalimalang,"Jl. Raya Kalimalang No.1, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",Jakarta Timur,10.00,22.00,20000,100000,60000,4.6,Restoran
Sop Djakartasoenda Ma'idah,"Jl. Inspeksi Kalimalang No.10 RT.2 Blok W, RT.2/RW.16, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,12.15,21.45 ,10000,60000,35000,4.5,Restoran
Majestyk Bakery & Cake Shop Pondok Bambu,"Jl. Pahlawan Revolusi No.3, RT.1/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,07.00,21.00,100000,200000,150000,4.4,Bakery
Holland Bakery Pondok Bambu,"Jl. Pahlawan Revolusi No.10 2, RT.2/RW.5, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,07.00,21.00,100000,200000,150000,4.7,Bakery
Bolu Arum Sari,"Jl. Masjid Al - Falah Gg. H. Tasmit No.3, RT.3/RW.5, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13440",Jakarta Timur,06.00,22.00,30000,100000,65000,4.6,Bakery
New Damas Resto,"Jalan Condet Raya No.6, Balekambang, Kramatjati, RT.3/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",Jakarta Timur,12.15,21.45 ,10000,60000,35000,4.4,Café
"Kebuli & Steak, Condet Raya","Jl. Raya Condet No.3 1, RT.3/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,09.00,21.00,10000,60000,35000,4.7,Restoran
Griya Oetami x Koffie Oetami,"Jl. Raya Condet No.7, RT.3/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,11.00,21.00,10000,60000,35000,4.5,Café
RM Khas Manado Tumbel,"RT.1/RW.14, Cililitan, Kramat Jati, East Jakarta City, Jakarta 13640",Jakarta Timur,08.00,22.00,10000,60000,35000,4.4,Restoran
Nasi Uduk Bang Indra Condet,"Jl. Olahraga 1 No.10, RT.7/RW.15, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,00.01,24.00,10000,30000,20000,4.8,PKL
Mekar Pondok Lesehan,"Jl. Raya Bogor No.52 A 3, RT.3/RW.4, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510",Jakarta Timur,09.00,21.00,10000,60000,35000,4.1,Restoran
Solaria,"Pusat Grosir Cililitan, Jl. Mayjen Sutoyo No.76 2 Lantai G, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,09.00,21.00,20000,100000,60000,3.8,Restoran
Satoru Jakarta,"8, Jl. Raya Condet No.8, RT.8/RW.5, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,11.00,22.00,10000,30000,20000,4.3,Café
RayaFood Condet,"Jl. Raya Condet No.1A, RT.13/RW.4, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",Jakarta Timur,08.00,22.00,20000,100000,60000,4.6,Restoran
Platinum,"Jl. Raya Bogor Unit 59, RT.14/RW.6, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510",Jakarta Timur,09.00,21.00,10000,60000,35000,4.3,Café
Gokana Teppan,"RT.12/RW.4, Kramat Jati, East Jakarta City, Jakarta 13520",Jakarta Timur,10.00,21.00,20000,100000,60000,4.1,Restoran
istana dimsum,"Jl. Buluh No.85 10, RT.10/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,08.00,22.00,10000,60000,35000,4.4,PKL
Lesehan Jawa Timur,"Jl. Raya Condet No.79, RT.10/RW.6, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540",Jakarta Timur,08.00,22.00,10000,60000,35000,4.5,PKL
Yoshinoya PGC,"Pusat Grosir Cililitan, Jl. Mayjen Sutoyo No.13 2, RT.2/RW.13, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,10.00,21.00,20000,100000,60000,4.3,Restoran
Warteg Kharisma Bahari,"Jl. SMA 14 No.14, RT.4/RW.5, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",Jakarta Timur,10.00,21.00,10000,30000,20000,4.5,PKL
McDonald's PGC,"Jl. Mayjen Sutoyo No.2, RT.2/RW.13, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Jakarta Timur,00.01,24.00,10000,100000,55000,4.4,Restoran
Majestyk Bakery & Cake Shop Kramat Jati,"Jalan Raya Bogor Blok R No.6 - 7, RT.9/RW.10, Kramatjati, RT.3/RW.1, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510",Jakarta Timur,07.00,21.00,10000,100000,55000,4.2,Bakery
Holland Bakery,"Lippo Kramat Jati Lt.Ground. 21 Jalan Raya Bogor No.19 Kramat Jati Kramatjati 14 6, RT.14/RW.6, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510",Jakarta Timur,10.00,22.00,10000,100000,55000,4.5,Bakery
Roti Keset Condet,"Jl. Raya Condet No.55, RT.1/RW.3, Batu Ampar, Kec. Kramat jati, Timur, Daerah Khusus Ibukota Jakarta 13520",Jakarta Timur,07.00,21.00,10000,60000,35000,4.5,Bakery
Toko Kue Andre Cake,"Jl. Batu Ampar 1 No.53 5, RT.5/RW.4, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520",Jakarta Timur,06.00,22.00,10000,60000,35000,5,Bakery
Warung Zamzam Halim Raya,"Jl Halim raya Jl. Komodor Halim Perdana Kusuma No.2b, RT.2/RW.1, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610",Jakarta Timur,11.00,22.00,10000,60000,35000,4.5,Restoran
Seafood Vian Jaya 08 (Pinang Ranti),"3, Jl. Raya Pd. Gede No.11, RT.5/RW.2, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560",Jakarta Timur,00.01,24.00,10000,100000,55000,4.7,Restoran
D'KRIUK Fried Chicken  -  Jl Amil Wahab  -  Kramat Jati (Terima Pesanan),"Jl. Amil Wahab No.5 4, RT.6/RW.9, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510",Jakarta Timur,06.00,22.00,10000,30000,20000,4.8,PKL
WARTEG DAGO,"Jl. Squadron A No.57 15, RT.15/RW.1, Makasar, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510",Jakarta Timur,09.00,21.00,10000,30000,20000,4.5,Restoran
Pecel Lele & Seafood Khober,"Jl. Pinang Ranti II No.10 18, RT.1/RW.1, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560",Jakarta Timur,11.00,22.00,10000,100000,55000,4.5,Restoran
Bale Bengong,"Jl. Angkasa, RT.5/RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610",Jakarta Timur,11.00,21.00,10000,100000,55000,4.2,Restoran
AYAM GORENG KREMES IBU HJ RODJALI,"Jl. Squadron No..87 15, RT.15/RW.1, Makasar, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13570",Jakarta Timur,10.00,22.00,10000,60000,35000,4.7,PKL
Sederhana,"Jl. Raya Pd. Gede No.7 5, RT.5/RW.1, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560",Jakarta Timur,08.00,22.00,10000,100000,55000,4.5,Restoran
